Season,Team,Player,Salary
1993-94,Los Angeles Lakers,Antonio Harvey,150000
1993-94,Los Angeles Lakers,Trevor Wilson,150000
1993-94,Miami Heat,Rony Seikaly,3057000
1993-94,Miami Heat,John Salley,2452000
1993-94,Miami Heat,Steve Smith,2252000
1993-94,Miami Heat,Glen Rice,2002000
1993-94,Miami Heat,Brian Shaw,1513000
1993-94,Miami Heat,Grant Long,1410000
1993-94,Miami Heat,Harold Miner,1186000
1993-94,Miami Heat,Willie Burton,1002000
1993-94,Miami Heat,Alec Kessler,922000
1993-94,Miami Heat,Bimbo Coles,802000
1993-94,Miami Heat,Manute Bol,650000
1993-94,Miami Heat,Keith Askins,313000
1993-94,Miami Heat,Matt Geiger,250000
1993-94,Milwaukee Bucks,Frank Brickowski,1850000
1993-94,Milwaukee Bucks,Danny Schayes,1750000
1993-94,Milwaukee Bucks,Todd Day,1723000
1993-94,Milwaukee Bucks,Orlando Woolridge,1542000
1993-94,Milwaukee Bucks,Ken Norman,1510000
1993-94,Milwaukee Bucks,Blue Edwards,1500000
1993-94,Milwaukee Bucks,Brad Lohaus,958000
1993-94,Milwaukee Bucks,Vin Baker,866000
1993-94,Milwaukee Bucks,Eric Murdock,800000
1993-94,Milwaukee Bucks,Lee Mayberry,670000
1993-94,Milwaukee Bucks,Anthony Cook,650000
1993-94,Milwaukee Bucks,Jon Barry,650000
1993-94,Milwaukee Bucks,Derek Strong,420000
1993-94,Minnesota Timberwolves,Christian Laettner,2730000
1993-94,Minnesota Timberwolves,Chuck Person,2156000
1993-94,Minnesota Timberwolves,Micheal Williams,2075000
1993-94,Minnesota Timberwolves,Isaiah Rider,2000000
1993-94,Minnesota Timberwolves,Luc Longley,1590000
1993-94,Minnesota Timberwolves,Mike Brown,1375000
1993-94,Minnesota Timberwolves,Doug West,1275000
1993-94,Minnesota Timberwolves,Thurl Bailey,1000000
1993-94,Minnesota Timberwolves,Marlon Maxey,375000
1993-94,Minnesota Timberwolves,Gundars Vetra,300000
1993-94,Minnesota Timberwolves,Chris Smith,270000
1993-94,Minnesota Timberwolves,Tellis Frank,200000
1993-94,Minnesota Timberwolves,Brian Davis,150000
1993-94,New Jersey Nets,Benoit Benjamin,3575000
1993-94,New Jersey Nets,Derrick Coleman,3440000
1993-94,New Jersey Nets,Kenny Anderson,2925000
1993-94,New Jersey Nets,Chris Morris,1785000
1993-94,New Jersey Nets,Johnny Newman,1435000
1993-94,New Jersey Nets,Armen Gilliam,1200000
1993-94,New Jersey Nets,Kevin Edwards,1200000
1993-94,New Jersey Nets,Jayson Williams,950000
1993-94,New Jersey Nets,Dwayne Schintzius,921000
1993-94,New Jersey Nets,Rex Walters,650000
1993-94,New Jersey Nets,Rick Mahorn,650000
1993-94,New Jersey Nets,Tate George,626000
1993-94,New Jersey Nets,P.J. Brown,600000
1993-94,New Jersey Nets,David Wesley,150000
1993-94,New York Knicks,Patrick Ewing,3825000
1993-94,New York Knicks,Charles Smith,2557000
1993-94,New York Knicks,Rolando Blackman,1995000
1993-94,New York Knicks,Charles Oakley,1950000
1993-94,New York Knicks,Derek Harper,1927000
1993-94,New York Knicks,Herb Williams,1600000
1993-94,New York Knicks,Greg Anthony,1269000
1993-94,New York Knicks,Bo Kimble,1150000
1993-94,New York Knicks,John Starks,1112000
1993-94,New York Knicks,Doc Rivers,1110000
1993-94,New York Knicks,Anthony Mason,1100000
1993-94,New York Knicks,Tim McCormick,850000
1993-94,New York Knicks,Hubert Davis,764000
1993-94,New York Knicks,Anthony Bonner,650000
1993-94,New York Knicks,Eric Anderson,250000
1993-94,Orlando Magic,Shaquille O'Neal,3900000
1993-94,Orlando Magic,Dennis Scott,2820000
1993-94,Orlando Magic,Nick Anderson,2670000
1993-94,Orlando Magic,Scott Skiles,1722000
1993-94,Orlando Magic,Terry Catledge,1386000
1993-94,Orlando Magic,Jerry Reynolds,1288000
1993-94,Orlando Magic,Anfernee Hardaway,1244000
1993-94,Orlando Magic,Greg Kite,985000
1993-94,Orlando Magic,Anthony Bowie,900000
1993-94,Orlando Magic,Donald Royal,890000
1993-94,Orlando Magic,Anthony Avent,650000
1993-94,Orlando Magic,Larry Krystkowiak,644000
1993-94,Orlando Magic,Todd Lichti,565000
1993-94,Orlando Magic,Litterial Green,250000
1993-94,Orlando Magic,Lester Conner,25000
1993-94,Philadelphia 76ers,Shawn Bradley,2700000
1993-94,Philadelphia 76ers,Johnny Dawkins,2100000
1993-94,Philadelphia 76ers,Jeff Hornacek,1946000
1993-94,Philadelphia 76ers,Tim Perry,1550000
1993-94,Philadelphia 76ers,Sidney Green,1512000
1993-94,Philadelphia 76ers,Moses Malone,1200000
1993-94,Philadelphia 76ers,Clarence Weatherspoon,1040000
1993-94,Philadelphia 76ers,Dana Barros,750000
1993-94,Philadelphia 76ers,Greg Graham,700000
1993-94,Philadelphia 76ers,Brian Oliver,456000
1993-94,Philadelphia 76ers,Sean Green,400000
1993-94,Philadelphia 76ers,Eric Leckner,300000
1993-94,Philadelphia 76ers,Ron Anderson,300000
1993-94,Philadelphia 76ers,Michael Curry,150000
1993-94,Philadelphia 76ers,Orlando Woolridge,150000
1993-94,Philadelphia 76ers,Eddie Lee Wilkins,100000
1993-94,Phoenix Suns,Charles Barkley,3250000
1993-94,Phoenix Suns,Dan Majerle,2975000
1993-94,Phoenix Suns,Kevin Johnson,2300000
1993-94,Phoenix Suns,Cedric Ceballos,2000000
1993-94,Phoenix Suns,A.C. Green,1885000
1993-94,Phoenix Suns,Danny Ainge,1690000
1993-94,Phoenix Suns,Richard Dumas,1300000
1993-94,Phoenix Suns,Jerrod Mustaf,1073000
1993-94,Phoenix Suns,Mark West,1000000
1993-94,Phoenix Suns,Tom Chambers,690000
1993-94,Phoenix Suns,Oliver Miller,672000
1993-94,Phoenix Suns,Joe Kleine,650000
1993-94,Phoenix Suns,Tim Kempton,650000
1993-94,Phoenix Suns,Malcolm Mackey,550000
1993-94,Phoenix Suns,Frank Johnson,500000
1993-94,Phoenix Suns,Duane Cooper,150000
1993-94,Phoenix Suns,Joe Courtney,150000
1993-94,Portland Trailblazers,Buck Williams,5050000
1993-94,Portland Trailblazers,Jerome Kersey,2940000
1993-94,Portland Trailblazers,Terry Porter,2500000
1993-94,Portland Trailblazers,Harvey Grant,2429000
1993-94,Portland Trailblazers,Clifford Robinson,2336000
1993-94,Portland Trailblazers,Clyde Drexler,1578000
1993-94,Portland Trailblazers,Rod Strickland,1560000
1993-94,Portland Trailblazers,Mark Bryant,1300000
1993-94,Portland Trailblazers,Tracy Murray,943000
1993-94,Portland Trailblazers,Chris Dudley,790000
1993-94,Portland Trailblazers,Dave Johnson,650000
1993-94,Portland Trailblazers,James Robinson,650000
1993-94,Portland Trailblazers,Reggie Smith,358000
1993-94,Portland Trailblazers,A.J. English,150000
1993-94,Portland Trailblazers,Elliot Perry,150000
1993-94,Portland Trailblazers,Kevin Thompson,150000
1993-94,Sacramento Kings,Mitch Richmond,2500000
1993-94,Sacramento Kings,Wayman Tisdale,2333000
1993-94,Sacramento Kings,Lionel Simmons,1743000
1993-94,Sacramento Kings,Walt Williams,1658000
1993-94,Sacramento Kings,Bobby Hurley,1616000
1993-94,Sacramento Kings,Evers Burns,1616000
1993-94,Sacramento Kings,Spud Webb,1567000
1993-94,Sacramento Kings,Duane Causwell,1260000
1993-94,Sacramento Kings,Pete Chilcutt,760000
1993-94,Sacramento Kings,Randy Brown,597000
1993-94,Sacramento Kings,Les Jepsen,504000
1993-94,Sacramento Kings,Jim Les,363000
1993-94,Sacramento Kings,Marty Conlon,250000
1993-94,Sacramento Kings,Kurt Rambis,180000
1993-94,Sacramento Kings,Mike Peplowski,150000
1993-94,Sacramento Kings,Randy Breuer,150000
1993-94,Sacramento Kings,Rod Higgins,150000
1993-94,San Antonio Spurs,David Robinson,5740000
1993-94,San Antonio Spurs,Dennis Rodman,2450000
1993-94,San Antonio Spurs,Terry Cummings,2407000
1993-94,San Antonio Spurs,Willie Anderson,2075000
1993-94,San Antonio Spurs,J.R. Reid,1818000
1993-94,San Antonio Spurs,Antoine Carr,1353000
1993-94,San Antonio Spurs,Dale Ellis,1300000
1993-94,San Antonio Spurs,Vinny Del Negro,1195365
1993-94,San Antonio Spurs,Negele Knight,496000
1993-94,San Antonio Spurs,Lloyd Daniels,182000
1993-94,San Antonio Spurs,Chris Whitney,150000
1993-94,San Antonio Spurs,Sleepy Floyd,150000
1993-94,Seattle SuperSonics,Sam Perkins,3587000
1993-94,Seattle SuperSonics,Gary Payton,2383000
1993-94,Seattle SuperSonics,Ricky Pierce,2100000
1993-94,Seattle SuperSonics,Kendall Gill,2000000
1993-94,Seattle SuperSonics,Michael Cage,1502000
1993-94,Seattle SuperSonics,Detlef Schrempf,1308000
1993-94,Seattle SuperSonics,Nate McMillan,850000
1993-94,Seattle SuperSonics,Shawn Kemp,750000
1993-94,Seattle SuperSonics,Rich King,700000
1993-94,Seattle SuperSonics,Ervin Johnson,617000
1993-94,Seattle SuperSonics,Steve Scheffler,170000
1993-94,Utah Jazz,Karl Malone,3081000
1993-94,Utah Jazz,John Stockton,2400000
1993-94,Utah Jazz,Jeff Malone,2380000
1993-94,Utah Jazz,Jay Humphries,1800000
1993-94,Utah Jazz,Felton Spencer,1581000
1993-94,Utah Jazz,Tyrone Corbin,1400000
1993-94,Utah Jazz,Mark Eaton,1333000
1993-94,Utah Jazz,David Benoit,810000
1993-94,Utah Jazz,Luther Wright,650000
1993-94,Utah Jazz,Tom Chambers,605000
1993-94,Utah Jazz,Isaac Austin,450000
1993-94,Utah Jazz,John Crotty,200000
1993-94,Utah Jazz,Bryon Russell,150000
1993-94,Utah Jazz,Walter Bond,150000
1993-94,Washington Bullets,Kevin Duckworth,2313000
1993-94,Washington Bullets,Pervis Ellison,2300000
1993-94,Washington Bullets,Rex Chapman,2004000
1993-94,Washington Bullets,Calbert Cheaney,2000000
1993-94,Washington Bullets,Tom Gugliotta,1625000
1993-94,Washington Bullets,Michael Adams,1309000
1993-94,Washington Bullets,LaBradford Smith,940000
1993-94,Washington Bullets,Buck Johnson,715000
1993-94,Washington Bullets,Don MacLean,601000
1993-94,Washington Bullets,Larry Stewart,600000
1993-94,Washington Bullets,Doug Overton,500000
1993-94,Washington Bullets,Gheorghe Muresan,500000
1993-94,Washington Bullets,Kenny Walker,400000
1993-94,Washington Bullets,Brent Price,283000
1993-94,Washington Bullets,Mitchell Butler,150000
1992-93,Atlanta Hawks,Dominique Wilkins,3500000
1992-93,Atlanta Hawks,Jon Koncak,2450000
1992-93,Atlanta Hawks,Kevin Willis,2425000
1992-93,Atlanta Hawks,Blair Rasmussen,1988000
1992-93,Atlanta Hawks,Roy Hinson,1250000
1992-93,Atlanta Hawks,Travis Mays,1200000
1992-93,Atlanta Hawks,Stacey Augmon,1138000
1992-93,Atlanta Hawks,Adam Keefe,1000000
1992-93,Atlanta Hawks,Duane Ferrell,825000
1992-93,Atlanta Hawks,Mookie Blaylock,660000
1992-93,Atlanta Hawks,Maurice Cheeks,600000
1992-93,Atlanta Hawks,Paul Graham,500000
1992-93,Atlanta Hawks,Jeff Sanders,250000
1992-93,Atlanta Hawks,Morlon Wiley,250000
1992-93,Boston Celtics,Robert Parish,3513000
1992-93,Boston Celtics,Kevin McHale,3500000
1992-93,Boston Celtics,Reggie Lewis,3320000
1992-93,Boston Celtics,Larry Bird,2300000
1992-93,Boston Celtics,Sherman Douglas,1869000
1992-93,Boston Celtics,Xavier McDaniel,1869000
1992-93,Boston Celtics,Kevin Gamble,1200000
1992-93,Boston Celtics,Ed Pinckney,1150000
1992-93,Boston Celtics,Joe Kleine,1150000
1992-93,Boston Celtics,Dee Brown,865000
1992-93,Boston Celtics,Stojko Vrankovic,831000
1992-93,Boston Celtics,Dino Radja,711000
1992-93,Boston Celtics,Michael Smith,650000
1992-93,Boston Celtics,Rick Fox,650000
1992-93,Boston Celtics,John Bagley,550000
1992-93,Boston Celtics,Alaa Abdelnaby,500000
1992-93,Boston Celtics,A.J. Wynder,140000
1992-93,Boston Celtics,Bart Kofoed,140000
1992-93,Boston Celtics,Kenny Battle,140000
1992-93,Boston Celtics,Marcus Webb,140000
1992-93,Boston Celtics,Joe Wolf,29000
1992-93,Charlotte Hornets,Larry Johnson,2540000
1992-93,Charlotte Hornets,Alonzo Mourning,2400000
1992-93,Charlotte Hornets,Kendall Gill,1908000
1992-93,Charlotte Hornets,Mike Gminski,1415000
1992-93,Charlotte Hornets,Sidney Green,1288000
1992-93,Charlotte Hornets,Johnny Newman,1175000
1992-93,Charlotte Hornets,Tom Hammonds,850000
1992-93,Charlotte Hornets,Dell Curry,750000
1992-93,Charlotte Hornets,Muggsy Bogues,700000
1992-93,Charlotte Hornets,Kenny Gattison,598000
1992-93,Charlotte Hornets,Kevin Lynch,250000
1992-93,Charlotte Hornets,Tony Bennett,140000
1992-93,Charlotte Hornets,David Wingate,129000
1992-93,Charlotte Hornets,Lorenzo Williams,7000
1992-93,Chicago Bulls,Michael Jordan,4000000
1992-93,Chicago Bulls,Scottie Pippen,3425000
1992-93,Chicago Bulls,Bill Cartwright,2200000
1992-93,Chicago Bulls,Horace Grant,1900000
1992-93,Chicago Bulls,Stacey King,1400000
1992-93,Chicago Bulls,John Paxson,1200000
1992-93,Chicago Bulls,Rodney McCray,1075000
1992-93,Chicago Bulls,Will Perdue,625000
1992-93,Chicago Bulls,Scott Williams,613000
1992-93,Chicago Bulls,Bob Hansen,600000
1992-93,Chicago Bulls,B.J. Armstrong,540000
1992-93,Chicago Bulls,Craig Hodges,400000
1992-93,Chicago Bulls,Trent Tucker,350000
1992-93,Chicago Bulls,Corey Williams,200000
1992-93,Chicago Bulls,Ricky Blanton,8000
1992-93,Cleveland Cavaliers,Hot Rod Williams,3786000
1992-93,Cleveland Cavaliers,Danny Ferry,3143000
1992-93,Cleveland Cavaliers,Brad Daugherty,2923000
1992-93,Cleveland Cavaliers,Larry Nance,2775000
1992-93,Cleveland Cavaliers,Mark Price,1690000
1992-93,Cleveland Cavaliers,Mike Sanders,1100000
1992-93,Cleveland Cavaliers,Craig Ehlo,1075000
1992-93,Cleveland Cavaliers,John Battle,910000
1992-93,Cleveland Cavaliers,Terrell Brandon,682000
1992-93,Cleveland Cavaliers,Gerald Wilkins,500000
1992-93,Cleveland Cavaliers,Henry James,477000
1992-93,Cleveland Cavaliers,Bobby Phills,250000
1992-93,Cleveland Cavaliers,Jerome Lane,225000
1992-93,Cleveland Cavaliers,Jay Guidinger,140000
1992-93,Dallas Mavericks,Derek Harper,2069000
1992-93,Dallas Mavericks,Doug Smith,1845000
1992-93,Dallas Mavericks,Fat Lever,1802000
1992-93,Dallas Mavericks,Terry Davis,1537000
1992-93,Dallas Mavericks,Randy White,930000
1992-93,Dallas Mavericks,Donald Hodge,650000
1992-93,Dallas Mavericks,Sean Rooks,375000
1992-93,Dallas Mavericks,Tracy Moore,250000
1992-93,Dallas Mavericks,Mike Iuzzolino,241000
1992-93,Dallas Mavericks,Brian Howard,200000
1992-93,Dallas Mavericks,Steve Bardo,150000
1992-93,Dallas Mavericks,Dexter Cambridge,150000
1992-93,Dallas Mavericks,John Shasky,150000
1992-93,Dallas Mavericks,Walter Bond,150000
1992-93,Dallas Mavericks,Radisav Curcic,140000
1992-93,Dallas Mavericks,Walter Palmer,140000
1992-93,Dallas Mavericks,Roy Tarpley,80000
1992-93,Denver Nuggets,Dikembe Mutombo,2400000
1992-93,Denver Nuggets,Mahmoud Abdul-Rauf,2358000
1992-93,Denver Nuggets,LaPhonso Ellis,1900000
1992-93,Denver Nuggets,Mark Macon,1228000
1992-93,Denver Nuggets,Reggie Williams,985000
1992-93,Denver Nuggets,Bryant Stith,850000
1992-93,Denver Nuggets,Kevin Brooks,800000
1992-93,Denver Nuggets,Winston Garland,625000
1992-93,Denver Nuggets,Scott Hastings,600000
1992-93,Denver Nuggets,Anthony Cook,570000
1992-93,Denver Nuggets,Todd Lichti,565180
1992-93,Denver Nuggets,Marcus Liberty,360000
1992-93,Denver Nuggets,Robert Pack,250000
1992-93,Denver Nuggets,Robert Werdann,145000
1992-93,Denver Nuggets,Gary Plummer,140000
1992-93,Detroit Pistons,Dennis Rodman,2350000
1992-93,Detroit Pistons,Isiah Thomas,2272000
1992-93,Detroit Pistons,Mark Aguirre,1351000
1992-93,Detroit Pistons,Joe Dumars,1339000
1992-93,Detroit Pistons,Terry Mills,1337000
1992-93,Detroit Pistons,Bill Laimbeer,1319000
1992-93,Detroit Pistons,Orlando Woolridge,1108000
1992-93,Detroit Pistons,Gerald Glass,903000
1992-93,Detroit Pistons,Olden Polynice,850000
1992-93,Detroit Pistons,Darrell Walker,735000
1992-93,Detroit Pistons,Mark Randall,250000
1992-93,Detroit Pistons,Isaiah Morris,140000
1992-93,Golden State Warriors,Chris Mullin,2844000
1992-93,Golden State Warriors,Billy Owens,1962000
1992-93,Golden State Warriors,Sarunas Marciulionis,1500000
1992-93,Golden State Warriors,Tyrone Hill,1400000
1992-93,Golden State Warriors,Alton Lister,1283000
1992-93,Golden State Warriors,Jim Petersen,1221000
1992-93,Golden State Warriors,Victor Alexander,942000
1992-93,Golden State Warriors,Chris Gatling,910000
1992-93,Golden State Warriors,Tim Hardaway,690000
1992-93,Golden State Warriors,Tom Tolbert,606000
1992-93,Golden State Warriors,Jeff Grayer,550000
1992-93,Golden State Warriors,Latrell Sprewell,550000
1992-93,Golden State Warriors,Byron Houston,500000
1992-93,Golden State Warriors,Jud Buechler,375000
1992-93,Golden State Warriors,Keith Jennings,140000
1992-93,Houston Rockets,Hakeem Olajuwon,3170000
1992-93,Houston Rockets,Otis Thorpe,2102000
1992-93,Houston Rockets,Kenny Smith,1983000
1992-93,Houston Rockets,Sleepy Floyd,1700000
1992-93,Houston Rockets,Vernon Maxwell,1542000
1992-93,Houston Rockets,Dave Jamerson,1034000
1992-93,Houston Rockets,Robert Horry,997000
1992-93,Houston Rockets,Carl Herrera,800000
1992-93,Houston Rockets,Matt Bullard,500000
1992-93,Houston Rockets,Scott Brooks,500000
1992-93,Houston Rockets,Tod Murphy,500000
1992-93,Houston Rockets,Tree Rollins,500000
1992-93,Houston Rockets,Mark Acres,250000
1992-93,Houston Rockets,Kennard Winchester,140000
1992-93,Houston Rockets,Winston Garland,134000
1992-93,Houston Rockets,Curtis Blair,25000
1992-93,Indiana Pacers,Reggie Miller,3211000
1992-93,Indiana Pacers,LaSalle Thompson,2000000
1992-93,Indiana Pacers,Rik Smits,2000000
1992-93,Indiana Pacers,Detlef Schrempf,1393000
1992-93,Indiana Pacers,Vern Fleming,1360000
1992-93,Indiana Pacers,George McCloud,1040000
1992-93,Indiana Pacers,Mike Sanders,910000
1992-93,Indiana Pacers,Pooh Richardson,800000
1992-93,Indiana Pacers,Malik Sealy,790000
1992-93,Indiana Pacers,Greg Dreiling,650000
1992-93,Indiana Pacers,Sam Mitchell,575000
1992-93,Indiana Pacers,Dale Davis,559000
1992-93,Indiana Pacers,Sean Green,355000
1992-93,Indiana Pacers,Kenny Williams,325000
1992-93,Indiana Pacers,Randy Wittman,300000
1992-93,Los Angeles Clippers,Danny Manning,2600000
1992-93,Los Angeles Clippers,Ron Harper,2220000
1992-93,Los Angeles Clippers,Stanley Roberts,1900000
1992-93,Los Angeles Clippers,Mark Jackson,1790000
1992-93,Los Angeles Clippers,Ken Norman,1275000
1992-93,Los Angeles Clippers,Gary Grant,1128000
1992-93,Los Angeles Clippers,Loy Vaught,1100000
1992-93,Los Angeles Clippers,John Williams,800000
1992-93,Los Angeles Clippers,Randy Woods,500000
1992-93,Los Angeles Clippers,Elmore Spencer,438000
1992-93,Los Angeles Clippers,James Edwards,250000
1992-93,Los Angeles Clippers,Jaren Jackson,140000
1992-93,Los Angeles Clippers,Kiki Vandeweghe,140000
1992-93,Los Angeles Clippers,Tito Horford,7000
1992-93,Los Angeles Lakers,Vlade Divac,3633000
1992-93,Los Angeles Lakers,Sam Perkins,3047000
1992-93,Los Angeles Lakers,Magic Johnson,2500000
1992-93,Los Angeles Lakers,James Worthy,1850000
1992-93,Los Angeles Lakers,A.C. Green,1750000
1992-93,Los Angeles Lakers,Byron Scott,1100000
1992-93,Los Angeles Lakers,James Edwards,1000000
1992-93,Los Angeles Lakers,Sedale Threatt,796000
1992-93,Los Angeles Lakers,Anthony Peeler,700000
1992-93,Los Angeles Lakers,Elden Campbell,575000
1992-93,Los Angeles Lakers,Tony Smith,450000
1992-93,Los Angeles Lakers,Jack Haley,390000
1992-93,Los Angeles Lakers,Keith Owens,250000
1992-93,Los Angeles Lakers,Sean Higgins,250000
1992-93,Los Angeles Lakers,Alex Blackwell,140000
1992-93,Los Angeles Lakers,Cliff Robinson,140000
1992-93,Los Angeles Lakers,Duane Cooper,140000
1992-93,Los Angeles Lakers,Rory Sparrow,140000
1992-93,Miami Heat,Rony Seikaly,2382000
1992-93,Miami Heat,Steve Smith,2252000
1992-93,Miami Heat,John Salley,2002000
1992-93,Miami Heat,Glen Rice,1552000
1992-93,Miami Heat,Brian Shaw,1413000
1992-93,Miami Heat,Grant Long,1258000
1992-93,Miami Heat,Harold Miner,912000
1992-93,Miami Heat,Willie Burton,802000
1992-93,Miami Heat,Alec Kessler,762000
1992-93,Miami Heat,Kevin Edwards,750000
1992-93,Miami Heat,Bimbo Coles,650000
1992-93,Miami Heat,Keith Askins,250000
1992-93,Miami Heat,Matt Geiger,140000
1992-93,Milwaukee Bucks,Moses Malone,2230000
1992-93,Milwaukee Bucks,Frank Brickowski,1800000
1992-93,Milwaukee Bucks,Danny Schayes,1600000
1992-93,Milwaukee Bucks,Sam Vincent,1510000
1992-93,Milwaukee Bucks,Todd Day,1325000
1992-93,Milwaukee Bucks,Alvin Robertson,1283000
1992-93,Milwaukee Bucks,Fred Roberts,866000
1992-93,Milwaukee Bucks,Eric Murdock,700000
1992-93,Milwaukee Bucks,Brad Lohaus,583000
1992-93,Milwaukee Bucks,Lee Mayberry,520000
1992-93,Milwaukee Bucks,Anthony Avent,500000
1992-93,Milwaukee Bucks,Jon Barry,500000
1992-93,Milwaukee Bucks,Blue Edwards,475000
1992-93,Milwaukee Bucks,Anthony Pullard,140000
1992-93,Minnesota Timberwolves,Chuck Person,2156000
1992-93,Minnesota Timberwolves,Christian Laettner,2100000
1992-93,Minnesota Timberwolves,Micheal Williams,1775000
1992-93,Minnesota Timberwolves,Felton Spencer,1610000
1992-93,Minnesota Timberwolves,Luc Longley,1590000
1992-93,Minnesota Timberwolves,Doug West,1275000
1992-93,Minnesota Timberwolves,Thurl Bailey,1000000
1992-93,Minnesota Timberwolves,Brad Sellers,700000
1992-93,Minnesota Timberwolves,Lance Blanks,490000
1992-93,Minnesota Timberwolves,Marlon Maxey,325000
1992-93,Minnesota Timberwolves,Gundars Vetra,275000
1992-93,Minnesota Timberwolves,Bob McCann,225000
1992-93,Minnesota Timberwolves,Chris Smith,200000
1992-93,Minnesota Timberwolves,Reggie Fox,11000
1992-93,New Jersey Nets,Derrick Coleman,2870000
1992-93,New Jersey Nets,Sam Bowie,2600000
1992-93,New Jersey Nets,Kenny Anderson,2376000
